Department,Department_Division,PCN,Position_Title,FLSA_Status,Initial_Hire_Date,Date_in_Title,Salary
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,5/11/2018,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,6/10/2021,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,11/2/2020,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,11/1/2013,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,9/13/2019,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,P.050237,Recreation Specialist I,Non Exempt,8/4/2015,8/4/2015,19.98
PAR,PAR 089 Out-Of-School Time - School Based,P.050078.2     ,Activity Center Assistant Leader,Non Exempt,4/4/2019,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,P.050152.2     ,Activity Center Leader,Non Exempt,3/1/2012,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,5/19/2017,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,9/19/2018,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,11/15/2001,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,10/18/2019,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,10/16/1991,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,7/20/2018,7/20/2018,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,9/23/2016,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,10/24/2007,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,8/5/2021,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,6/22/2015,6/22/2015,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,7/10/2018,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,P.050297.1     ,Activity Center Assistant Leader,Non Exempt,7/1/2013,2/7/2015,12.80
PAR,PAR 089 Out-Of-School Time - School Based,P.050224,Recreation Specialist I,Non Exempt,6/4/2019,NULL,19.98
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,3/3/2016,3/3/2016,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,4/29/2015,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,3/5/2021,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,2/18/2019,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,P.050311,Recreation Specialist I,Non Exempt,9/13/2019,NULL,19.98
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,8/19/2021,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,5/23/1977,7/18/2011,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,11/9/2018,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,9/16/2012,9/16/2012,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,1/11/2016,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,2/13/2007,7/10/2017,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,10/18/2019,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,NULL,7/9/2020,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,4/30/2018,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,NULL,7/9/2020,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,2/24/2017,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,11/22/2016,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,11/2/2020,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,12/6/2016,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,4/13/2015,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,6/1/2018,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,3/22/2015,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,6/13/2018,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,1/1/2014,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,4/16/2018,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,8/28/2017,8/28/2017,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,6/12/2017,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,1/24/2005,9/3/2013,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,6/16/2011,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,7/26/2001,10/8/2009,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,2/22/2019,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,8/15/2018,9/20/2018,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,5/29/2019,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,10/16/2013,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,2/16/2011,11/14/2013,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,7/1/2013,8/7/2014,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,11/22/2018,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,4/2/2021,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,5/24/2019,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,12/15/1994,6/17/2010,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.090063,Activity Center Aide,Non Exempt,4/28/2018,NULL,9.70
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,11/16/2020,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,4/17/2017,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,1/7/2020,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,9/20/2016,10/25/2018,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,4/25/2018,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.090063,Activity Center Aide,Non Exempt,10/11/2019,NULL,9.70
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,7/22/2016,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,4/29/2021,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,9/28/2015,7/13/2017,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,5/30/2019,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,5/14/2019,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,NULL,7/9/2020,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,8/31/2018,8/31/2018,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,3/5/2001,9/9/2010,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,11/9/2018,11/9/2018,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,4/27/2018,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,6/24/2021,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,5/17/2019,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,6/13/2018,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,2/18/2019,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,8/10/2018,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,6/16/2010,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,9/16/2012,9/16/2012,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,8/19/1999,3/20/2000,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,9/1/2013,9/1/2013,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,11/30/2020,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,2/14/2020,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,9/8/1998,8/29/2002,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,8/13/2019,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,12/21/2017,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,1/13/2020,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,6/13/2016,6/13/2016,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,7/22/2021,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,9/28/1981,11/2/1998,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,12/16/2013,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,10/5/2020,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,12/31/2019,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,12/10/2019,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,3/15/2006,3/30/2009,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,6/20/2016,NULL,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,10/18/2016,10/18/2016,14.89
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,3/16/2018,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030093,Activity Center Assistant Leader,Non Exempt,5/30/2018,NULL,12.80
PAR,PAR 089 Out-Of-School Time - School Based,N.030094,Activity Center Leader,Non Exempt,2/8/2008,NULL,14.89
PAR,PAR 141 Landscape Special Zones Management - Municipal Center,B.000864.1     ,Groundskeeper I,Non Exempt,1/19/2017,1/19/2017,28295.80
PAR,PAR 141 Landscape Special Zones Management - Municipal Center,B.000951.1     ,Superintendent of Grounds Services,Exempt,5/16/2006,2/15/2018,77703.08
PAR,PAR 141 Landscape Special Zones Management - Municipal Center,B.001137.2     ,Grounds Services Supervisor,Non Exempt,7/16/2012,1/31/2019,64856.74
PAR,PAR 141 Landscape Special Zones Management - Municipal Center,B.003538.1     ,Grounds Crew Leader,Non Exempt,12/7/2014,9/14/2017,46456.80
PAR,PAR 141 Landscape Special Zones Management - Municipal Center,B.006371.1     ,Groundskeeper I,Non Exempt,12/1/1999,12/1/1999,36158.20
PAR,PAR 141 Landscape Special Zones Management - Municipal Center,B.003337.2     ,Groundskeeper I,Non Exempt,7/1/1993,2/16/2007,32123.00
PAR,PAR 141 Landscape Special Zones Management - Municipal Center,B.001797.1     ,Grounds Crew Leader,Non Exempt,11/1/2009,3/1/2018,41802.80
PAR,PAR 141 Landscape Special Zones Management - Municipal Center,B.001206.1     ,Groundskeeper II,Non Exempt,5/16/2005,12/5/2019,37522.68
PAR,PAR 141 Landscape Special Zones Management - Municipal Center,B.002973.1     ,Groundskeeper I,Non Exempt,9/1/2002,11/1/2009,35846.20
PAR,PAR 141 Landscape Special Zones Management - Municipal Center,B.002754.2     ,Groundskeeper I,Non Exempt,1/2/2020,1/2/2020,27380.60
PAR,PAR 187 Landscape Special Zones Management - Princess Anne Athletic Complex,B.000749,Groundskeeper I,Non Exempt,3/20/2000,7/30/2020,35214.40
PAR,PAR 187 Landscape Special Zones Management - Princess Anne Athletic Complex,B.006383,Grounds Services Supervisor,Non Exempt,7/1/1993,11/1/2000,64794.34
PAR,PAR 187 Landscape Special Zones Management - Princess Anne Athletic Complex,B.005974.1     ,Groundskeeper I,Non Exempt,4/22/2021,4/22/2021,26000.00
PAR,PAR 187 Landscape Special Zones Management - Princess Anne Athletic Complex,B.005991,Groundskeeper II,Non Exempt,4/16/2001,3/1/2004,37585.60
PAR,PAR 187 Landscape Special Zones Management - Princess Anne Athletic Complex,B.006384,Grounds Crew Leader,Non Exempt,9/1/2012,9/12/2019,48276.80
PAR,PAR 187 Landscape Special Zones Management - Princess Anne Athletic Complex,B.006385,Groundskeeper II,Non Exempt,9/26/2019,9/26/2019,30201.08
PHD,PHD 011 Public Health,G.007088.2     ,Public Health Registered Nurse,Non Exempt,2/14/2019,2/14/2019,61052.68
PHD,PHD 011 Public Health,B.001195.2     ,Public Health Registered Nurse,Non Exempt,8/22/2015,8/22/2015,59846.28
PHD,PHD 011 Public Health,P.050088,Family Services Specialist I,Non Exempt,9/12/2019,NULL,23.18
PHD,PHD 011 Public Health,B.005628.1     ,Human Services Supervisor I,Exempt,6/16/2007,5/23/2019,81641.56
PHD,PHD 011 Public Health,G.007086,Clerk III,Non Exempt,5/23/2019,5/23/2019,33341.88
PHD,PHD 011 Public Health,B.005236.1     ,Family Services Assistant,Non Exempt,8/27/2020,8/27/2020,33999.94
PHD,PHD 011 Public Health,G.007087.2     ,Public Health Registered Nurse,Non Exempt,8/2/2018,8/2/2018,61052.68
PHD,PHD 011 Public Health,G.007085.3     ,Registered Nurse Supervisor,Exempt,10/16/2012,8/22/2016,85765.16
PHD,PHD 011 Public Health,G.040025.2     ,BH/DS Assistant,Non Exempt,9/12/2019,NULL,16.41
PHD,PHD 011 Public Health,B.005625,Clerk III,Non Exempt,12/1/2011,12/1/2011,34465.08
PLN,PLN 110 Directors Office,B.007191,Planning Evaluation Coordinator,Exempt,5/24/2018,4/11/2019,88285.60
PLN,PLN 110 Directors Office,B.002602.4     ,Administrative Specialist I,Non Exempt,5/22/2015,4/12/2018,45754.54
PLN,PLN 110 Directors Office,B.000965.2     ,Business Development Administrator,Exempt,8/1/2001,4/25/2019,110521.58
PLN,PLN 110 Directors Office,B.007293,Administrative Specialist I,Non Exempt,5/18/2018,8/1/2019,40768.00
PLN,PLN 110 Directors Office,B.007194.1     ,Planner I,Exempt,9/12/2019,9/12/2019,51254.84
PLN,PLN 110 Directors Office,B.007492,Planning Technician I,Non Exempt,10/25/2018,10/25/2018,38968.80
PLN,PLN 110 Directors Office,B.006851.1     ,Business Application Specialist I,Non Exempt,9/12/1994,8/22/2016,54768.74
PLN,PLN 110 Directors Office,B.000680.1     ,Executive Assistant II,Non Exempt,5/18/1987,1/22/2016,59758.40
PLN,PLN 110 Directors Office,B.002916.2     ,Planning Technician I,Non Exempt,1/16/2014,1/16/2014,41776.80
PLN,PLN 110 Directors Office,B.001479.1     ,Director of Planning,Exempt,3/14/2019,3/14/2019,155702.30
PLN,PLN 110 Directors Office,B.007551.1     ,Account Clerk II,Non Exempt,11/9/2017,11/9/2017,34381.62
PLN,PLN 110 Directors Office,B.002249.1     ,Office Assistant II,Non Exempt,11/16/2001,11/16/2002,42888.82
PLN,PLN 150 Current Planning,B.002054.3     ,Planner I,Exempt,8/15/2019,8/15/2019,51254.84
PLN,PLN 150 Current Planning,B.004452.5     ,Planning Technician I,Non Exempt,5/23/2019,5/23/2019,38968.80
PLN,PLN 150 Current Planning,B.003862.1     ,Planner III,Exempt,10/1/2006,5/6/2021,71532.76
PLN,PLN 150 Current Planning,B.004502.2     ,Planning Evaluation Coordinator,Exempt,6/6/2019,3/11/2021,84546.80
PLN,PLN 150 Current Planning,B.007554.1     ,Planner I,Exempt,1/4/2018,2/13/2020,51254.84
PLN,PLN 150 Current Planning,B.003403.3     ,Planner III,Exempt,8/26/2021,NULL,70000.06
PLN,PLN 150 Current Planning,B.003749.2     ,Planning Technician I,Non Exempt,3/15/2018,12/3/2020,38074.40
PLN,PLN 150 Current Planning,B.002809.4     ,Planning Technician II,Non Exempt,11/1/2012,1/17/2019,50902.80
PLN,PLN 150 Current Planning,B.006985.1     ,Planner III,Exempt,2/16/2014,6/6/2019,73071.96
PLN,PLN 150 Current Planning,B.002317.6     ,Planning Evaluation Coordinator,Exempt,8/16/1996,5/1/2013,97988.80
PLN,PLN 150 Current Planning,B.005703.2     ,Planner III,Exempt,10/12/2017,8/26/2021,74630.40
PLN,PLN 150 Current Planning,B.007296,Planner III,Exempt,11/1/1989,1/30/2020,93331.16
PLN,PLN 150 Current Planning,B.004503.4     ,Planning Evaluation Coordinator,Exempt,9/1/2010,10/7/2016,90095.20
PLN,PLN 150 Current Planning,B.002988.3     ,Comprehensive Planning Coordinator,Exempt,6/16/2013,6/16/2013,92206.40
PLN,PLN 150 Current Planning,B.003975.2     ,Planning Administrator,Exempt,10/16/1992,12/7/2016,108281.68
PLN,PLN 151 Zoning Administration,B.005825.3     ,Zoning Inspector III,Non Exempt,2/3/1986,7/6/2017,68746.34
PLN,PLN 151 Zoning Administration,B.003934.2     ,Zoning Inspector II,Non Exempt,8/1/1982,4/1/2011,65977.60
PLN,PLN 151 Zoning Administration,B.005685.2     ,Zoning Inspector II,Non Exempt,6/4/2020,6/4/2020,55161.86
PLN,PLN 151 Zoning Administration,B.000865.1     ,Zoning Inspector Supervisor,Non Exempt,8/14/1986,8/7/2014,80371.20
PLN,PLN 151 Zoning Administration,B.003380.1     ,Planner III,Exempt,10/1/1989,1/1/2005,91604.76
PLN,PLN 151 Zoning Administration,B.005827.2     ,Zoning Inspector II,Non Exempt,9/16/2001,12/22/2016,57263.18
PLN,PLN 151 Zoning Administration,B.000026.2     ,Zoning Inspector Supervisor,Non Exempt,11/1/2006,7/29/2021,65145.60
PLN,PLN 151 Zoning Administration,B.007553.1     ,Zoning Inspector I,Non Exempt,5/11/2017,2/27/2020,42031.34
PLN,PLN 151 Zoning Administration,B.003798.2     ,Zoning Inspector II,Non Exempt,7/22/2016,11/9/2017,48568.78
PLN,PLN 151 Zoning Administration,B.000935.2     ,Planner II,Exempt,12/3/2020,12/3/2020,57616.00
PLN,PLN 151 Zoning Administration,B.007552.1     ,Zoning Inspector I,Non Exempt,2/27/2020,2/27/2020,42031.34
PLN,PLN 151 Zoning Administration,B.004573.2     ,Zoning Inspector II,Non Exempt,4/8/2021,4/8/2021,48276.80
PLN,PLN 151 Zoning Administration,B.003958.2     ,Administrative Technician,Non Exempt,10/1/1985,2/14/2019,54142.40
PLN,PLN 151 Zoning Administration,B.005824.2     ,Zoning Inspector III,Non Exempt,1/7/2016,3/25/2021,54851.94
PLN,PLN 160 Development Services Center,B.003964.2     ,Planner III,Exempt,11/7/2014,11/7/2014,86009.56
PLN,PLN 160 Development Services Center,B.002311.2     ,Development Services Administrator,Exempt,1/1/2012,11/8/2018,109711.42
PLN,PLN 160 Development Services Center,B.000230.1     ,Planner II,Exempt,11/8/2018,10/25/2018,60876.92
PLN,PLN 160 Development Services Center,B.000934.1     ,Planning Aide III,Non Exempt,8/22/2016,4/26/2018,39863.20
PLN,PLN 160 Development Services Center,B.006171.1     ,Engineer I,Exempt,3/25/2021,3/25/2021,57616.00
PLN,PLN 160 Development Services Center,B.007041,Administrative Specialist II,Non Exempt,6/1/2003,8/7/2014,61736.74
PLN,PLN 160 Development Services Center,B.007043,Engineer IV,Exempt,3/16/2009,8/7/2016,104489.58
PLN,PLN 160 Development Services Center,B.007042,Engineer II,Exempt,9/7/2014,4/12/2018,81246.36
PLN,PLN 160 Development Services Center,B.000017.1     ,DSC Project Coordinator II,Exempt,10/19/1987,1/1/1991,106392.00
PLN,PLN 160 Development Services Center,B.001999.1     ,Engineer III,Exempt,4/16/2001,5/16/2013,97524.44
PLN,PLN 160 Development Services Center,B.003840.3     ,DSC Project Coordinator I,Exempt,7/6/2017,7/6/2017,91521.56
PLN,PLN 160 Development Services Center,B.000766.1     ,Engineer II,Exempt,1/16/1999,1/16/1999,86924.76
PLN,PLN 160 Development Services Center,B.000362.2     ,Planning Technician II,Non Exempt,8/12/1980,3/2/2017,58120.40
PLN,PLN 160 Development Services Center,B.000957.1     ,Engineer II,Exempt,12/5/2019,12/5/2019,73600.02
PLN,PLN 160 Development Services Center,B.003978.3     ,Senior Engineer III,Exempt,6/8/2017,11/21/2019,101071.88
PLN,PLN 160 Development Services Center,B.000880.3     ,Planning Technician I,Non Exempt,1/3/2019,1/3/2019,38968.80
PLN,PLN 160 Development Services Center,B.001355.1     ,Planning Technician II,Non Exempt,1/19/2017,7/15/2021,42868.80
PLN,PLN 160 Development Services Center,B.002130.5     ,DSC Project Coordinator I,Exempt,5/22/2016,2/1/2018,73903.96
PLN,PLN 160 Development Services Center,B.004556.1     ,Engineer IV,Exempt,4/16/2000,5/1/2006,119964.78
PLN,PLN 160 Development Services Center,B.000627.2     ,Planner II,Exempt,3/29/2018,6/17/2021,67137.72
PLN,PLN 160 Development Services Center,B.000668.1     ,Planning Technician I,Non Exempt,1/1/2012,2/27/2020,40258.40
PLN,PLN 161 P.U.-Development Services,B.001509.1     ,Engineer II,Exempt,9/1/2004,9/1/2006,87028.76
PLN,PLN 161 P.U.-Development Services,B.000282.1     ,Engineer II,Exempt,1/16/2001,1/16/2002,91271.96
PLN,PLN 161 P.U.-Development Services,B.000649.1     ,Engineer II,Exempt,1/16/1999,1/16/1999,90003.16
PLN,PLN 170 Building Permits and Inspections,B.000751.3     ,Business Application Specialist I,Non Exempt,2/7/2015,2/7/2015,53666.34
PLN,PLN 170 Building Permits and Inspections,B.007044,Construction Inspector III,Non Exempt,9/7/2015,8/2/2018,55774.68
PLN,PLN 170 Building Permits and Inspections,B.003379.1     ,Code Inspector II,Non Exempt,11/16/2007,1/28/2021,52083.98
PLN,PLN 170 Building Permits and Inspections,B.002538.1     ,Code Inspector II,Non Exempt,5/1/2009,3/28/2019,47917.74
PLN,PLN 170 Building Permits and Inspections,B.005517.2     ,Plans Examiner Supervisor,Exempt,8/26/2021,NULL,60499.92
PLN,PLN 170 Building Permits and Inspections,B.001458.2     ,Code Inspector II,Non Exempt,10/26/2017,11/22/2018,48423.18
PLN,PLN 170 Building Permits and Inspections,B.003274.1     ,Fire Protection Engineer,Non Exempt,7/16/2006,1/16/2012,57293.08
PLN,PLN 170 Building Permits and Inspections,B.003169.1     ,Code Inspector II,Non Exempt,7/1/2012,2/7/2015,51106.38
PLN,PLN 170 Building Permits and Inspections,B.001169.1     ,Code Inspector III,Non Exempt,7/1/2003,8/16/2013,58616.74
PLN,PLN 170 Building Permits and Inspections,B.001701.1     ,Code Inspector II,Non Exempt,7/22/2016,8/2/2018,48443.98
PLN,PLN 170 Building Permits and Inspections,B.001427.1     ,Planning Aide III,Non Exempt,5/16/2005,6/22/2014,41735.20
PLN,PLN 170 Building Permits and Inspections,B.002925.1     ,Construction Inspector II,Non Exempt,8/16/2012,7/22/2016,49858.38
PLN,PLN 170 Building Permits and Inspections,B.002958.1     ,Construction Inspector II,Non Exempt,9/26/2019,2/25/2021,46384.78
PLN,PLN 170 Building Permits and Inspections,B.003231.1     ,Code Inspector III,Non Exempt,6/7/2014,12/6/2018,53541.54
PLN,PLN 170 Building Permits and Inspections,B.000724.1     ,Planning Aide II,Non Exempt,1/7/2016,3/25/2021,33757.62
PLN,PLN 170 Building Permits and Inspections,B.002314.1     ,Code Inspector III,Non Exempt,10/1/2000,11/21/2019,65272.74
PLN,PLN 170 Building Permits and Inspections,B.001078.1     ,Planning Aide III,Non Exempt,4/16/2004,8/1/2011,41943.20
PLN,PLN 170 Building Permits and Inspections,B.001592.1     ,Code Inspector Supervisor,Non Exempt,4/1/1976,5/22/2014,69809.48
PLN,PLN 170 Building Permits and Inspections,B.002605.1     ,Code Inspector III,Non Exempt,11/22/2015,2/11/2021,53167.14
PLN,PLN 170 Building Permits and Inspections,B.007493,Plans Examiner I,Non Exempt,10/11/2018,10/11/2018,49880.74
PLN,PLN 170 Building Permits and Inspections,B.002752.1     ,Code Inspector I,Non Exempt,3/25/2021,3/25/2021,41758.08
PLN,PLN 170 Building Permits and Inspections,B.003889.1     ,Planning Aide I,Non Exempt,8/12/2021,8/12/2021,27456.00
PLN,PLN 170 Building Permits and Inspections,B.007160,Code Inspector II,Non Exempt,10/22/2016,5/10/2018,48568.78
PLN,PLN 170 Building Permits and Inspections,B.005828.1     ,Code Inspector Supervisor,Non Exempt,2/16/2004,3/25/2021,71431.88
PLN,PLN 170 Building Permits and Inspections,B.007047,Planning Aide II,Non Exempt,11/7/2015,11/22/2018,34215.22
PLN,PLN 170 Building Permits and Inspections,B.002638.1     ,Plans Examiner I,Non Exempt,9/26/2019,9/26/2019,49327.20
