sale_id,sale_date,product,location,revenue
3442,2022-09-18,Starter Pack,"Los Angeles, CA, 90210",47202.58
3443,2022-09-18,Starter Pack,"Houston, TX, 77002",22299.09
3444,2022-09-19,Support,06101 Hartford,49933.69
3445,2022-09-19,Pro License,55401 Minneapolis,36788.32
3446,2022-09-19,Consulting,85001 Phoenix,11302.5
3447,2022-09-19,Starter Pack,"Los Angeles, CA, 90210",26673.23
3448,2022-09-19,Starter Pack,"Atlanta, GA, 30302",54878.33
3449,2022-09-20,Support,60601 Chicago,28639.8
3450,2022-09-20,Starter Pack,"Miami, FL, 33102",54405.78
3451,2022-09-20,Support,Atlanta 30302,43361.98
3452,2022-09-20,Consulting,27601,30849.51
3453,2022-09-20,Enterprise Suite,"Detroit, MI 48202",26526.1
3454,2022-09-21,Consulting,"Detroit, MI 48202",5902.77
3455,2022-09-21,Consulting,Chicago 60601,5212.42
3456,2022-09-21,Starter Pack,60601,36171.57
3457,2022-09-22,Enterprise Suite,27601 Raleigh,15730.0
3458,2022-09-22,Consulting,55402 Minneapolis MN,41592.17
3459,2022-09-22,Starter Pack,"Houston, TX 77001",47670.0
3460,2022-09-22,Support,Detroit 48202,31029.01
3461,2022-09-22,Support,33102 Miami FL,57590.36
3462,2022-09-23,Pro License,60602 Chicago IL,37204.16
3463,2022-09-23,Consulting,"San Francisco, CA 94102",29726.33
3464,2022-09-24,Pro License,48201 Detroit,14527.42
3465,2022-09-24,Consulting,10002,7161.59
3466,2022-09-25,Pro License,"Portland, OR 97201",71166.94
3467,2022-09-25,Support,"Milwaukee, WI 53201",28652.69
3468,2022-09-25,Starter Pack,"Detroit, MI 48202",7171.75
3469,2022-09-25,Support,"Chicago, IL 60601",11493.47
3470,2022-09-26,Starter Pack,77002,36429.38
3471,2022-09-26,Starter Pack,06101 Hartford CT,8931.76
3472,2022-09-26,Starter Pack,"Phoenix, AZ, 85001",36981.05
3473,2022-09-26,Consulting,"Milwaukee, WI, 53201",28406.1
3474,2022-09-27,Support,90001,20951.87
3475,2022-09-27,Support,60602,17552.68
3476,2022-09-27,Pro License,"San Francisco, CA 94102",10692.17
3477,2022-09-27,Pro License,Boston 02102,74521.16
3478,2022-09-28,Pro License,77002,56587.0
3479,2022-09-28,Starter Pack,43201,48671.33
3480,2022-09-29,Consulting,"Minneapolis, MN 55401",38040.83
3481,2022-09-29,Consulting,"Boston, MA, 02101",44350.95
3482,2022-09-29,Enterprise Suite,Houston 77001,34241.56
3483,2022-09-29,Starter Pack,Seattle 98102,19361.08
3484,2022-09-29,Support,27601,6221.31
3485,2022-09-30,Enterprise Suite,Atlanta 30302,30285.51
3486,2022-09-30,Pro License,30302 Atlanta GA,57148.06
3487,2022-10-01,Consulting,48202,20601.21
3488,2022-10-01,Consulting,94102,70305.08
3489,2022-10-01,Enterprise Suite,Los Angeles 90210,52202.61
3490,2022-10-01,Support,"New York, NY 10003",20662.75
3491,2022-10-02,Support,55402 Minneapolis,35687.56
3492,2022-10-02,Pro License,"San Francisco, CA 94102",81480.63
3493,2022-10-03,Support,77001 Houston,33565.11
3494,2022-10-03,Support,"Chicago, IL 60601",28700.61
3495,2022-10-03,Support,77002 Houston,50584.87
3496,2022-10-04,Starter Pack,"Miami, FL 33102",21642.31
3497,2022-10-04,Consulting,06101,53784.7
3498,2022-10-04,Support,"Seattle, WA 98102",56682.9
3499,2022-10-04,Enterprise Suite,"Atlanta, GA 30301",13535.43
3500,2022-10-05,Support,"Atlanta, GA, 30301",14408.13
3501,2022-10-05,Pro License,48201 Detroit MI,41980.63
3502,2022-10-06,Pro License,43201 Columbus OH,24261.43
3503,2022-10-06,Enterprise Suite,23219 Richmond,15357.95
3504,2022-10-06,Pro License,10001 New York,21231.77
3505,2022-10-06,Consulting,"Atlanta, GA, 30301",31476.78
3506,2022-10-07,Support,Portland 97201,88675.28
3507,2022-10-07,Support,94101 San Francisco,46334.75
3508,2022-10-07,Enterprise Suite,27601,7427.43
3509,2022-10-07,Enterprise Suite,10002 New York,51445.76
3510,2022-10-08,Support,Detroit 48201,23362.91
3511,2022-10-08,Pro License,"Philadelphia, PA, 19102",9015.34
3512,2022-10-09,Starter Pack,98101,68315.1
3513,2022-10-09,Enterprise Suite,60601 Chicago,22039.38
3514,2022-10-09,Starter Pack,New York 10003,72389.13
3515,2022-10-10,Pro License,97201,84130.56
3516,2022-10-10,Consulting,New York 10002,71021.79
3517,2022-10-10,Pro License,"New York, NY 10001",13444.01
3518,2022-10-10,Support,"Chicago, IL 60601",14963.21
3519,2022-10-11,Consulting,"Houston, TX, 77001",15282.11
3520,2022-10-11,Consulting,"Milwaukee, WI 53201",3435.11
3521,2022-10-12,Enterprise Suite,90210 Los Angeles CA,20701.92
3522,2022-10-12,Starter Pack,"New York, NY, 10003",54245.75
3523,2022-10-12,Pro License,60602 Chicago,36505.8
3524,2022-10-12,Pro License,New York 10002,55343.19
3525,2022-10-12,Enterprise Suite,98102 Seattle WA,74069.73
3526,2022-10-13,Enterprise Suite,94101 San Francisco,72524.96
3527,2022-10-13,Starter Pack,"Columbus, OH 43201",6243.97
3528,2022-10-13,Starter Pack,"Phoenix, AZ, 85001",51745.62
3529,2022-10-13,Support,Columbus 43201,36857.53
3530,2022-10-13,Starter Pack,"Detroit, MI 48202",37289.36
3531,2022-10-14,Starter Pack,90001 Los Angeles,37257.23
3532,2022-10-14,Consulting,"Houston, TX, 77001",49410.97
3533,2022-10-14,Consulting,90210,36267.62
3534,2022-10-15,Starter Pack,"Newark, NJ, 07101",29960.31
3535,2022-10-15,Support,"Portland, OR, 97201",43864.57
3536,2022-10-15,Starter Pack,77002 Houston TX,53715.23
3537,2022-10-15,Support,"Houston, TX, 77001",37131.18
3538,2022-10-16,Pro License,"Newark, NJ, 07101",78292.4
3539,2022-10-16,Consulting,90001,12866.45
3540,2022-10-16,Support,94102,51695.73
3541,2022-10-17,Pro License,"Richmond, VA, 23219",56266.8
3542,2022-10-17,Starter Pack,"Atlanta, GA 30302",41988.61
3543,2022-10-18,Starter Pack,48202 Detroit MI,37129.03
3544,2022-10-18,Consulting,Los Angeles 90001,49942.17
3545,2022-10-19,Enterprise Suite,Los Angeles 90210,63775.28
3546,2022-10-19,Pro License,"Portland, OR, 97201",19078.9
3547,2022-10-19,Support,10001,71988.77
3548,2022-10-19,Enterprise Suite,"San Francisco, CA, 94101",18125.87
3549,2022-10-20,Starter Pack,Raleigh 27601,46080.63
3550,2022-10-20,Pro License,19102,76366.29
3551,2022-10-20,Enterprise Suite,New York 10002,7332.31
3552,2022-10-20,Enterprise Suite,33101,50176.43
3553,2022-10-21,Consulting,98102 Seattle,85885.06
3554,2022-10-21,Support,90001 Los Angeles,6887.75
3555,2022-10-21,Pro License,55401 Minneapolis,20611.87
3556,2022-10-21,Consulting,"Seattle, WA, 98101",58017.65
3557,2022-10-22,Consulting,94101 San Francisco,88069.13
3558,2022-10-22,Consulting,"Minneapolis, MN 55402",3489.94
3559,2022-10-23,Support,98101 Seattle,63841.66
3560,2022-10-23,Consulting,94101,89549.62
3561,2022-10-24,Support,19101,40615.38
3562,2022-10-24,Enterprise Suite,"Philadelphia, PA 19101",23404.21
3563,2022-10-24,Pro License,53201 Milwaukee WI,37954.51
3564,2022-10-24,Starter Pack,85001 Phoenix AZ,8884.74
3565,2022-10-24,Consulting,98102,24190.65
3566,2022-10-25,Enterprise Suite,07101 Newark NJ,49507.18
3567,2022-10-25,Pro License,"Seattle, WA 98102",11804.37
3568,2022-10-26,Support,"Milwaukee, WI, 53201",40462.77
3569,2022-10-26,Enterprise Suite,"Boston, MA, 02101",23990.32
3570,2022-10-26,Consulting,94101 San Francisco,20609.17
3571,2022-10-26,Support,77002 Houston,5269.54
3572,2022-10-27,Enterprise Suite,Hartford 06101,56510.55
3573,2022-10-27,Enterprise Suite,"Phoenix, AZ 85001",46844.79
3574,2022-10-27,Enterprise Suite,33101 Miami,47030.37
3575,2022-10-27,Support,"Miami, FL 33101",15735.09
3576,2022-10-27,Enterprise Suite,30302,43688.19
3577,2022-10-28,Support,07101 Newark NJ,14899.93
3578,2022-10-28,Starter Pack,"New York, NY, 10002",37857.3
3579,2022-10-28,Support,"Seattle, WA, 98101",7725.16
3580,2022-10-29,Enterprise Suite,19102 Philadelphia,36396.84
3581,2022-10-29,Consulting,98101,52811.65
3582,2022-10-29,Starter Pack,"Boston, MA 02102",11543.22
3583,2022-10-29,Pro License,Los Angeles 90001,48597.54
3584,2022-10-30,Support,New York 10002,17149.65
3585,2022-10-30,Support,33102 Miami,28427.82
3586,2022-10-31,Pro License,85001 Phoenix AZ,11612.79
3587,2022-10-31,Enterprise Suite,Los Angeles 90210,15731.39
3588,2022-10-31,Pro License,"Miami, FL, 33102",11401.07
3589,2022-10-31,Enterprise Suite,90001 Los Angeles CA,6940.26
3590,2022-11-01,Starter Pack,06101 Hartford CT,44342.23
3591,2022-11-01,Pro License,10001 New York,27750.81
3592,2022-11-02,Pro License,"Phoenix, AZ, 85001",73302.92
3593,2022-11-02,Pro License,85001,46175.14
3594,2022-11-02,Support,33101,25107.88
3595,2022-11-03,Pro License,07101,69338.42
3596,2022-11-03,Enterprise Suite,85001 Phoenix AZ,49124.31
3597,2022-11-03,Consulting,"Houston, TX, 77002",17082.87
3598,2022-11-04,Consulting,30302,50194.61
3599,2022-11-04,Starter Pack,"Seattle, WA 98101",9604.35
3600,2022-11-04,Starter Pack,"New York, NY 10002",19445.43
3601,2022-11-04,Pro License,"Seattle, WA, 98102",56940.67
3602,2022-11-05,Support,"Phoenix, AZ 85001",57651.25
3603,2022-11-05,Support,77002 Houston,16756.41
3604,2022-11-05,Consulting,94101 San Francisco CA,70940.33
3605,2022-11-06,Enterprise Suite,"Los Angeles, CA, 90210",11572.05
3606,2022-11-06,Enterprise Suite,77001 Houston,47056.33
3607,2022-11-07,Starter Pack,90001 Los Angeles,29590.01
3608,2022-11-07,Consulting,48202 Detroit MI,46127.69
3609,2022-11-07,Support,"San Francisco, CA, 94101",38431.88
3610,2022-11-07,Enterprise Suite,"Newark, NJ, 07101",40199.61
3611,2022-11-08,Support,"Minneapolis, MN, 55401",27571.48
3612,2022-11-08,Starter Pack,02102 Boston,23869.47
3613,2022-11-08,Pro License,60602 Chicago,30532.82
3614,2022-11-08,Support,Detroit 48202,45546.45
3615,2022-11-08,Pro License,55402 Minneapolis,48672.35
3616,2022-11-09,Consulting,"Chicago, IL, 60601",14667.69
3617,2022-11-09,Pro License,"Miami, FL, 33102",46793.9
3618,2022-11-09,Starter Pack,"Chicago, IL, 60602",11118.37
3619,2022-11-09,Consulting,48202 Detroit MI,11814.3
3620,2022-11-09,Starter Pack,"Miami, FL, 33101",9681.01
3621,2022-11-10,Starter Pack,Atlanta 30301,37093.48
3622,2022-11-10,Consulting,"San Francisco, CA 94101",37499.88
3623,2022-11-10,Consulting,60601 Chicago IL,46759.23
3624,2022-11-11,Enterprise Suite,77001 Houston,17519.37
3625,2022-11-11,Support,"Hartford, CT 06101",77488.53
3626,2022-11-11,Starter Pack,"New York, NY 10001",9990.98
3627,2022-11-11,Support,97201 Portland OR,84519.09
3628,2022-11-12,Pro License,94102 San Francisco,53666.11
3629,2022-11-12,Consulting,02101 Boston MA,78618.32
3630,2022-11-12,Consulting,19102 Philadelphia,40727.61
3631,2022-11-12,Enterprise Suite,06101 Hartford,15479.55
3632,2022-11-13,Starter Pack,10003,68538.1
3633,2022-11-13,Enterprise Suite,"Chicago, IL, 60601",8116.26
3634,2022-11-14,Support,30301,5276.43
3635,2022-11-14,Support,"New York, NY, 10001",13357.4
3636,2022-11-14,Pro License,Chicago 60601,15641.03
3637,2022-11-14,Support,30302 Atlanta,38243.78
3638,2022-11-14,Pro License,55402,42356.86
3639,2022-11-15,Consulting,Atlanta 30302,12795.01
3640,2022-11-15,Enterprise Suite,10002 New York NY,76585.5
3641,2022-11-15,Enterprise Suite,60601,40858.42
3642,2022-11-15,Pro License,Raleigh 27601,51186.79
3643,2022-11-16,Pro License,77002 Houston,53837.46
3644,2022-11-16,Starter Pack,"Philadelphia, PA 19102",5237.63
3645,2022-11-16,Pro License,53201,23415.93
3646,2022-11-16,Consulting,"Philadelphia, PA 19101",35640.1
3647,2022-11-16,Consulting,77001 Houston TX,45132.37
3648,2022-11-17,Starter Pack,New York 10002,45594.85
3649,2022-11-17,Support,94101 San Francisco,42678.62
3650,2022-11-17,Support,48202 Detroit MI,2994.36
3651,2022-11-17,Support,Milwaukee 53201,42234.51
3652,2022-11-17,Enterprise Suite,43201 Columbus OH,8936.76
3653,2022-11-18,Pro License,Houston 77002,47919.99
3654,2022-11-18,Starter Pack,Detroit 48202,18956.74
3655,2022-11-18,Consulting,60602 Chicago IL,45125.72
3656,2022-11-18,Support,Phoenix 85001,86695.03
3657,2022-11-18,Enterprise Suite,"Boston, MA 02102",38918.44
3658,2022-11-19,Consulting,"Columbus, OH 43201",20286.6
3659,2022-11-19,Enterprise Suite,"Seattle, WA 98102",82371.79
3660,2022-11-19,Starter Pack,23219 Richmond,22849.11
3661,2022-11-19,Pro License,Richmond 23219,30276.25
3662,2022-11-20,Starter Pack,10003,78437.11
3663,2022-11-20,Pro License,30302,8128.43
3664,2022-11-20,Support,02101 Boston,23779.33
3665,2022-11-21,Consulting,77001 Houston,19709.71
3666,2022-11-21,Starter Pack,Miami 33101,16058.05
3667,2022-11-21,Enterprise Suite,02102 Boston MA,22386.17
3668,2022-11-21,Pro License,02101 Boston,47945.68
3669,2022-11-21,Pro License,Phoenix 85001,85129.35
3670,2022-11-22,Enterprise Suite,33102,37350.16
3671,2022-11-22,Pro License,19102 Philadelphia PA,25178.31
3672,2022-11-23,Starter Pack,"Portland, OR, 97201",52488.85
3673,2022-11-23,Pro License,Miami 33101,11704.96
3674,2022-11-24,Starter Pack,48202 Detroit MI,43059.55
3675,2022-11-24,Enterprise Suite,"New York, NY 10002",42568.48
3676,2022-11-25,Pro License,Houston 77002,5755.63
3677,2022-11-25,Starter Pack,27601 Raleigh NC,52116.23
3678,2022-11-25,Consulting,Chicago 60601,24195.45
3679,2022-11-26,Support,27601,12238.95
3680,2022-11-26,Pro License,02102,78714.22
3681,2022-11-27,Consulting,"Portland, OR, 97201",50427.02
3682,2022-11-27,Consulting,90001 Los Angeles CA,52226.52
3683,2022-11-27,Support,97201 Portland,86816.81
3684,2022-11-27,Support,"Los Angeles, CA 90001",69137.03
3685,2022-11-28,Pro License,94102,78065.85
3686,2022-11-28,Starter Pack,30301 Atlanta,7184.77
3687,2022-11-28,Consulting,"Hartford, CT 06101",50329.68
3688,2022-11-29,Starter Pack,"Detroit, MI 48201",19933.92
3689,2022-11-29,Pro License,"Miami, FL 33102",45767.75
3690,2022-11-29,Support,"Houston, TX, 77001",28646.6
3691,2022-11-29,Starter Pack,"Newark, NJ 07101",53680.35
3692,2022-11-29,Pro License,"Raleigh, NC 27601",11111.97
3693,2022-11-30,Consulting,94101 San Francisco,39536.09
3694,2022-11-30,Consulting,30301,29408.06
3695,2022-11-30,Enterprise Suite,27601 Raleigh,57020.35
3696,2022-11-30,Consulting,"Columbus, OH 43201",4549.73
3697,2022-12-01,Starter Pack,02102 Boston MA,49867.73
3698,2022-12-01,Consulting,85001,9404.05
3699,2022-12-01,Starter Pack,55402 Minneapolis MN,17909.71
3700,2022-12-01,Enterprise Suite,Houston 77002,3630.2
3701,2022-12-01,Support,Chicago 60601,4874.57
3702,2022-12-02,Starter Pack,10002 New York NY,38626.9
3703,2022-12-02,Starter Pack,97201 Portland,35141.76
3704,2022-12-02,Support,43201 Columbus OH,4443.98
3705,2022-12-02,Consulting,"Hartford, CT 06101",71264.98
3706,2022-12-03,Pro License,"San Francisco, CA 94102",11652.29
3707,2022-12-03,Consulting,"Minneapolis, MN, 55401",33709.58
3708,2022-12-04,Pro License,77001,11106.04
3709,2022-12-04,Pro License,53201,15236.47
3710,2022-12-04,Pro License,New York 10003,27718.27
3711,2022-12-04,Consulting,Los Angeles 90210,53820.77
3712,2022-12-05,Pro License,23219,59454.3
3713,2022-12-05,Enterprise Suite,02102 Boston,17254.36
3714,2022-12-05,Pro License,"Phoenix, AZ 85001",72109.02
3715,2022-12-05,Consulting,77002,55714.84
3716,2022-12-05,Starter Pack,19101 Philadelphia PA,55206.29
3717,2022-12-06,Starter Pack,85001 Phoenix AZ,86276.15
3718,2022-12-06,Starter Pack,55401 Minneapolis MN,32313.18
3719,2022-12-06,Support,77001 Houston TX,41061.86
3720,2022-12-06,Pro License,Chicago 60601,40697.07
3721,2022-12-07,Starter Pack,98101 Seattle WA,46605.26
3722,2022-12-07,Consulting,48201,25945.97
3723,2022-12-08,Pro License,23219 Richmond VA,9070.32
3724,2022-12-08,Pro License,Atlanta 30302,51135.83
3725,2022-12-08,Enterprise Suite,"Portland, OR, 97201",82034.67
3726,2022-12-08,Consulting,"San Francisco, CA 94102",36491.4
3727,2022-12-09,Pro License,48201 Detroit MI,5894.2
3728,2022-12-09,Enterprise Suite,85001 Phoenix,85673.3
3729,2022-12-09,Consulting,Boston 02101,37671.76
3730,2022-12-09,Enterprise Suite,90210 Los Angeles,45746.63
3731,2022-12-10,Consulting,"Hartford, CT 06101",28100.56
3732,2022-12-10,Consulting,"Los Angeles, CA 90001",55427.55
3733,2022-12-10,Support,Raleigh 27601,19328.65
3734,2022-12-10,Starter Pack,55401 Minneapolis MN,9641.22
3735,2022-12-11,Enterprise Suite,"Philadelphia, PA, 19101",12549.49
3736,2022-12-11,Consulting,"New York, NY 10001",16253.47
3737,2022-12-11,Pro License,19101,75078.07
3738,2022-12-11,Enterprise Suite,New York 10001,40340.61
3739,2022-12-11,Starter Pack,"Chicago, IL, 60602",49217.65
3740,2022-12-12,Starter Pack,19101 Philadelphia,8032.24
3741,2022-12-12,Support,19102,7920.67
3742,2022-12-12,Pro License,New York 10003,51077.25
3743,2022-12-12,Consulting,90001,75232.04
3744,2022-12-13,Support,60602,31540.88
3745,2022-12-13,Consulting,60602 Chicago IL,8653.57
3746,2022-12-13,Support,23219,11971.46
3747,2022-12-13,Starter Pack,94101,56944.62
3748,2022-12-14,Consulting,"Minneapolis, MN 55401",33920.41
3749,2022-12-14,Starter Pack,55402 Minneapolis,47681.82
3750,2022-12-14,Pro License,90001 Los Angeles,41109.45
3751,2022-12-14,Consulting,Detroit 48202,12106.27
3752,2022-12-14,Enterprise Suite,77001 Houston TX,5097.47
3753,2022-12-15,Consulting,Houston 77001,9137.45
3754,2022-12-15,Starter Pack,77001 Houston,44197.87
3755,2022-12-16,Consulting,"Raleigh, NC 27601",43962.51
3756,2022-12-16,Support,"Hartford, CT, 06101",74740.5
3757,2022-12-16,Pro License,"Detroit, MI 48201",46996.94
3758,2022-12-16,Consulting,New York 10003,32315.7
3759,2022-12-17,Starter Pack,"Boston, MA 02102",8668.41
3760,2022-12-17,Consulting,"Miami, FL, 33101",49313.57
3761,2022-12-17,Starter Pack,"Los Angeles, CA 90001",71832.88
3762,2022-12-17,Consulting,"Newark, NJ, 07101",66183.59
3763,2022-12-18,Pro License,33101 Miami,3424.01
3764,2022-12-18,Starter Pack,Los Angeles 90210,13830.17
3765,2022-12-18,Pro License,10003 New York NY,71316.43
3766,2022-12-18,Pro License,"San Francisco, CA, 94101",86393.26
3767,2022-12-19,Enterprise Suite,"Los Angeles, CA, 90210",9229.72
3768,2022-12-19,Support,43201 Columbus,36145.53
3769,2022-12-19,Consulting,55401 Minneapolis MN,2131.39
3770,2022-12-20,Support,30301 Atlanta,11424.93
3771,2022-12-20,Support,90001 Los Angeles CA,80725.26
3772,2022-12-20,Enterprise Suite,"Miami, FL 33102",27791.45
3773,2022-12-21,Starter Pack,97201,9739.15
3774,2022-12-21,Enterprise Suite,"Los Angeles, CA 90210",55502.9
3775,2022-12-21,Support,90210 Los Angeles CA,84040.07
3776,2022-12-21,Support,Atlanta 30302,55616.1
3777,2022-12-22,Enterprise Suite,Richmond 23219,20116.1
3778,2022-12-22,Enterprise Suite,23219 Richmond VA,25504.32
3779,2022-12-22,Consulting,Atlanta 30302,5311.02
3780,2022-12-22,Enterprise Suite,90001,6189.03
3781,2022-12-22,Support,"Chicago, IL 60601",27692.37
3782,2022-12-23,Starter Pack,94102 San Francisco CA,78957.86
3783,2022-12-23,Support,Boston 02101,42247.67
3784,2022-12-24,Consulting,06101 Hartford CT,69142.54
3785,2022-12-24,Pro License,55401,10507.36
3786,2022-12-24,Pro License,"Seattle, WA 98101",12692.86
3787,2022-12-24,Starter Pack,New York 10002,12459.5
3788,2022-12-25,Consulting,Richmond 23219,26687.81
3789,2022-12-25,Starter Pack,77002 Houston,23601.49
3790,2022-12-25,Pro License,02102,10716.93
3791,2022-12-25,Enterprise Suite,10001 New York,76518.91
3792,2022-12-26,Starter Pack,06101,62367.52
3793,2022-12-26,Support,"San Francisco, CA 94102",70343.98
3794,2022-12-26,Support,94102 San Francisco,16256.19
3795,2022-12-27,Starter Pack,Minneapolis 55402,39872.0
3796,2022-12-27,Support,53201 Milwaukee,40716.89
3797,2022-12-28,Pro License,Philadelphia 19101,79409.22
3798,2022-12-28,Support,Minneapolis 55401,9696.31
3799,2022-12-29,Consulting,"Minneapolis, MN 55402",3429.88
3800,2022-12-29,Consulting,Philadelphia 19102,65545.63
3801,2022-12-29,Consulting,77002 Houston TX,13838.19
3802,2022-12-29,Pro License,"Boston, MA, 02102",78210.29
3803,2022-12-29,Consulting,"San Francisco, CA 94101",52826.45
3804,2022-12-30,Enterprise Suite,43201,11557.43
3805,2022-12-30,Support,98102 Seattle,21798.76
3806,2022-12-30,Starter Pack,"New York, NY, 10002",79074.68
3807,2022-12-30,Enterprise Suite,55401 Minneapolis,21945.62
3808,2022-12-31,Enterprise Suite,19101 Philadelphia PA,15055.97
3809,2022-12-31,Consulting,"Hartford, CT 06101",49466.41
3810,2022-12-31,Enterprise Suite,"Minneapolis, MN, 55401",7748.15
3811,2022-12-31,Support,"Detroit, MI 48202",13809.8
3812,2022-12-31,Enterprise Suite,60602,3869.06
3813,2023-01-01,Consulting,Newark 07101,57193.01
3814,2023-01-01,Consulting,60601,18317.18
3815,2023-01-01,Starter Pack,"Columbus, OH, 43201",5605.36
3816,2023-01-01,Enterprise Suite,48201 Detroit,21529.8
3817,2023-01-02,Pro License,33101 Miami FL,43572.62
3818,2023-01-02,Enterprise Suite,19102 Philadelphia,32189.91
3819,2023-01-02,Enterprise Suite,Minneapolis 55401,17278.96
3820,2023-01-02,Enterprise Suite,Atlanta 30301,36187.01
3821,2023-01-03,Support,60601 Chicago IL,16951.45
3822,2023-01-03,Support,19101 Philadelphia PA,65868.28
3823,2023-01-04,Consulting,48201,6820.91
3824,2023-01-04,Consulting,48201,46104.24
3825,2023-01-04,Enterprise Suite,Minneapolis 55401,14914.31
3826,2023-01-04,Support,02102,12073.62
3827,2023-01-05,Starter Pack,"Phoenix, AZ 85001",9572.09
3828,2023-01-05,Support,19102 Philadelphia PA,24821.17
3829,2023-01-06,Pro License,"Philadelphia, PA, 19101",30054.71
3830,2023-01-06,Enterprise Suite,"Philadelphia, PA 19102",52312.92
3831,2023-01-06,Pro License,Atlanta 30301,44538.67
3832,2023-01-07,Support,90210 Los Angeles,6444.07
3833,2023-01-07,Pro License,33102,31081.21
3834,2023-01-07,Consulting,Seattle 98101,23724.63
3835,2023-01-08,Support,"Minneapolis, MN 55402",8538.1
3836,2023-01-08,Support,60602,14929.29
3837,2023-01-08,Support,"Los Angeles, CA 90210",27419.94
3838,2023-01-08,Consulting,10001 New York NY,78336.19
3839,2023-01-09,Support,Richmond 23219,42404.1
3840,2023-01-09,Pro License,Hartford 06101,77538.08
3841,2023-01-09,Pro License,"New York, NY, 10003",22314.17
3842,2023-01-10,Pro License,Boston 02102,56305.11
3843,2023-01-10,Support,60601,48051.19
3844,2023-01-11,Enterprise Suite,"Hartford, CT 06101",67247.8
3845,2023-01-11,Consulting,Philadelphia 19102,30601.77
3846,2023-01-11,Enterprise Suite,77001 Houston,44285.91
3847,2023-01-12,Support,"Los Angeles, CA, 90210",37812.87
3848,2023-01-12,Pro License,"Chicago, IL, 60601",23283.77
3849,2023-01-12,Starter Pack,Houston 77001,14786.54
3850,2023-01-12,Starter Pack,"Raleigh, NC 27601",30925.06
3851,2023-01-13,Consulting,Richmond 23219,3174.27
3852,2023-01-13,Enterprise Suite,"Boston, MA, 02101",63604.48
3853,2023-01-14,Enterprise Suite,60602 Chicago,11784.31
3854,2023-01-14,Pro License,"Houston, TX 77001",19156.43
3855,2023-01-14,Support,10001,40492.55
3856,2023-01-14,Pro License,"Portland, OR 97201",35218.81
3857,2023-01-14,Starter Pack,"Miami, FL 33102",42240.56
3858,2023-01-15,Pro License,"Chicago, IL 60601",9702.0
3859,2023-01-15,Pro License,"Newark, NJ, 07101",6285.93
3860,2023-01-15,Support,94101 San Francisco CA,38304.86
3861,2023-01-15,Starter Pack,77001 Houston TX,9259.99
3862,2023-01-15,Starter Pack,"Richmond, VA, 23219",42324.75
3863,2023-01-16,Support,90001,7705.16
3864,2023-01-16,Starter Pack,Raleigh 27601,54230.21
3865,2023-01-16,Support,33101,38768.6
3866,2023-01-16,Starter Pack,"Houston, TX, 77001",57641.43
3867,2023-01-17,Pro License,Minneapolis 55401,2070.1
3868,2023-01-17,Consulting,19102 Philadelphia,59946.42
3869,2023-01-17,Consulting,"Chicago, IL, 60601",30137.23
3870,2023-01-17,Consulting,55402 Minneapolis MN,6612.32
3871,2023-01-17,Starter Pack,33102,53744.65
3872,2023-01-18,Pro License,55402 Minneapolis MN,24626.42
3873,2023-01-18,Consulting,55401 Minneapolis MN,25671.23
3874,2023-01-18,Enterprise Suite,10002 New York NY,56729.7
3875,2023-01-18,Enterprise Suite,Newark 07101,22347.83
3876,2023-01-19,Enterprise Suite,90210,50938.38
3877,2023-01-19,Pro License,"Seattle, WA, 98102",66348.2
3878,2023-01-19,Enterprise Suite,30301,15452.82
3879,2023-01-19,Support,"Richmond, VA 23219",3666.78
3880,2023-01-19,Support,"Hartford, CT 06101",79348.67
3881,2023-01-20,Pro License,19101 Philadelphia PA,30561.07
3882,2023-01-20,Starter Pack,06101 Hartford CT,12013.26
3883,2023-01-20,Starter Pack,27601 Raleigh NC,5517.72
3884,2023-01-21,Consulting,New York 10001,74467.12
3885,2023-01-21,Enterprise Suite,90210,80547.33
3886,2023-01-21,Support,94102 San Francisco,54961.85
3887,2023-01-22,Starter Pack,"Seattle, WA 98101",64495.84
3888,2023-01-22,Enterprise Suite,"Houston, TX, 77002",4533.26
3889,2023-01-23,Pro License,Chicago 60601,11242.14
3890,2023-01-23,Pro License,New York 10003,59933.02
3891,2023-01-24,Enterprise Suite,"Newark, NJ, 07101",27125.0
3892,2023-01-24,Pro License,98102,24952.51
3893,2023-01-24,Pro License,06101 Hartford,59430.79
3894,2023-01-25,Enterprise Suite,Seattle 98101,18930.08
3895,2023-01-25,Pro License,85001 Phoenix,37759.24
3896,2023-01-25,Consulting,10003,44977.22
3897,2023-01-25,Pro License,19101,62331.32
3898,2023-01-26,Pro License,"Los Angeles, CA, 90210",15108.94
3899,2023-01-26,Support,"Houston, TX, 77002",18169.99
3900,2023-01-26,Pro License,55401 Minneapolis MN,44546.63
3901,2023-01-27,Support,"Seattle, WA 98102",41690.45
3902,2023-01-27,Support,Chicago 60601,17155.05
3903,2023-01-27,Starter Pack,"New York, NY 10002",19720.22
3904,2023-01-28,Enterprise Suite,"Philadelphia, PA, 19101",70604.36
3905,2023-01-28,Pro License,"Newark, NJ, 07101",72562.32
3906,2023-01-28,Consulting,"Hartford, CT, 06101",47004.86
3907,2023-01-28,Pro License,07101 Newark NJ,8962.38
3908,2023-01-28,Pro License,30302,48539.74
3909,2023-01-29,Enterprise Suite,27601 Raleigh,33723.16
