order_id,business_id,business_name,account_handle,dma_region,business_type,order_date,order_amount,client_tier
ORD-1005932,BIZ-100248,BluePeak Construction, bluepeakconstruction ,chicago,Retail,,,GOLD
ORD-9068702,BIZ-100248,BLUEPEAK CONSTRUCTION,BLUEPEAKCONSTRUCTION, Chicago ,Retail,2025-14-01,,Gold
ORD-3356197,BIZ-100249, Peakline Industries ,peaklineindustries,CHICAGO,Finance,2025-14-01,,gold
ORD-2967833,BIZ-100249,Peakline Industries LLC, peaklineindustries ,Chicago,finance,,,Gold
ORD-8623020,BIZ-100249,PEAKLINE INDUSTRIES,peaklineindustries,chicago,FINANCE,07/08/2024,1969.36,Platinum
ORD-3826222,BIZ-100250, Peakline Hospitality , peaklinehospitality ,DALLAS-FT. WORTH,finance,03/12/2024,-250.0,SILVER
ORD-9296866,BIZ-100250, Peakline Hospitality ,,Dallas-Ft. Worth,finance,09/05/2023,,Silver
ORD-9519865,BIZ-100250,peakline hospitality,,dallas-ft. worth,FINANCE,10/17/2024,,silver
ORD-9304320,BIZ-100250,PEAKLINE HOSPITALITY,, Dallas-Ft. Worth ,finance,2024/08/22,,BRONZE
ORD-7305252,BIZ-100250,Peakline Hospitality LLC,, Dallas-Ft. Worth ,Finance,,628.21,platinum
ORD-5003283,BIZ-100251,westlake systems,, New York ,RETAIL,05/01/2023,,platinum
ORD-9770547,BIZ-100251,Westlake Systems,, New York ,retail,06/03/2025,,Gold
ORD-1476046,BIZ-100252, Northwind Networks , northwindnetworks ,atlanta,healthcare,2024/02/27,,Bronze
ORD-1801936,BIZ-100252,northwind networks,,atlanta,Healthcare,2025-03-13,,PLATINUM
ORD-6847516,BIZ-100252,NORTHWIND NETWORKS,,Atlanta,HEALTHCARE,2024/02/15,19797.19,SILVER
ORD-6131062,BIZ-100252,Northwind Networks,northwindnetworks, Atlanta ,HEALTHCARE,,,silver
ORD-9144342,BIZ-100253,novatech supply, novatechsupply , Los Angeles ,FINANCE,2025-05-26,4800.61,silver
ORD-6209788,BIZ-100253,NovaTech Supply LLC,,los angeles,finance,,971.75,silver
ORD-2519046,BIZ-100253,NovaTech Supply LLC,,los angeles,Finance,2023/04/06,,Gold
ORD-5931029,BIZ-100253,NovaTech Supply LLC,,Los Angeles,FINANCE,2025-05-15,-250.0,GOLD
ORD-9296214,BIZ-100254,TITAN STUDIOS,TITANSTUDIOS,ATLANTA,Marketing,2025-14-01,3274.69,Silver
ORD-1348529,BIZ-100254,Titan Studios LLC,, Atlanta ,MARKETING,,,GOLD
ORD-9700184,BIZ-100254,Titan Studios LLC,, Atlanta ,marketing,2025/05/18,,bronze
ORD-7115538,BIZ-100254,TITAN STUDIOS, titanstudios ,atlanta,Marketing,2024-01-15,21548.96,BRONZE
ORD-2621038,BIZ-100255,RedRock Analytics LLC,,chicago,Logistics,,-250.0,silver
ORD-5515309,BIZ-100255,RedRock Analytics LLC,redrockanalytics, Chicago ,logistics,2025-14-01,13723.69,gold
ORD-8524049,BIZ-100255,RedRock Analytics LLC,redrockanalytics,chicago,LOGISTICS,2024-07-27,,platinum
ORD-1462664,BIZ-100255,RedRock Analytics LLC,, Chicago ,logistics,2023-09-16,,Silver
ORD-6111364,BIZ-100255,redrock analytics,REDROCKANALYTICS, Chicago ,Logistics,,4902.87,platinum
ORD-7012107,BIZ-100255,RedRock Analytics LLC,redrockanalytics,Chicago,logistics,02/24/2023,19607.61,silver
ORD-4008839,BIZ-100256,SKYLINE SOLUTIONS,skylinesolutions, Atlanta ,technology,03/03/2025,,platinum
ORD-7500351,BIZ-100256, Skyline Solutions ,, Atlanta ,Technology,2024/12/18,11223.91,PLATINUM
ORD-5228095,BIZ-100256, Skyline Solutions ,skylinesolutions,ATLANTA,TECHNOLOGY,2025-14-01,1082.98,SILVER
ORD-2577526,BIZ-100256,Skyline Solutions LLC, skylinesolutions ,Atlanta,technology,04/07/2024,,Gold
ORD-1029006,BIZ-100256,Skyline Solutions LLC,skylinesolutions,Atlanta,TECHNOLOGY,2025-14-01,-250.0,platinum
ORD-2164158,BIZ-100256,SKYLINE SOLUTIONS,SKYLINESOLUTIONS, Atlanta ,Technology,,11904.96,platinum
ORD-3968364,BIZ-100257, TrueNorth Construction ,TRUENORTHCONSTRUCTION,SAN FRANCISCO,MANUFACTURING,08/10/2024,3148.2,Silver
ORD-2808163,BIZ-100257,truenorth construction,TRUENORTHCONSTRUCTION,SAN FRANCISCO,Manufacturing,2025-14-01,-250.0,SILVER
ORD-7523750,BIZ-100257, TrueNorth Construction ,truenorthconstruction,San Francisco,MANUFACTURING,2024-04-10,,silver
ORD-7782771,BIZ-100257,TrueNorth Construction, truenorthconstruction ,San Francisco,MANUFACTURING,,,BRONZE
ORD-9924232,BIZ-100258,Vertex Construction LLC,,MIAMI-FORT LAUDERDALE,MARKETING,2024/08/11,,Platinum
ORD-7781989,BIZ-100258, Vertex Construction ,,Miami-Fort Lauderdale,MARKETING,03/12/2024,,platinum
ORD-6132109,BIZ-100258, Vertex Construction , vertexconstruction ,Miami-Fort Lauderdale,marketing,02/03/2024,-250.0,PLATINUM
ORD-3908477,BIZ-100258,vertex construction,vertexconstruction,Miami-Fort Lauderdale,Marketing,2024/08/07,-250.0,gold
ORD-8278024,BIZ-100258,Vertex Construction LLC,,MIAMI-FORT LAUDERDALE,marketing,2025/04/23,5894.41,Gold
ORD-4115619,BIZ-100258,VERTEX CONSTRUCTION, vertexconstruction ,Miami-Fort Lauderdale,marketing,2024-04-13,-250.0,gold
ORD-4456607,BIZ-100259,BrightPath Hospitality, brightpathhospitality ,Chicago,Hospitality,2024/01/26,24741.71,SILVER
ORD-7743748,BIZ-100259,BrightPath Hospitality,BRIGHTPATHHOSPITALITY,CHICAGO,hospitality,2025-05-07,,Platinum
ORD-6196562,BIZ-100260,PEAKLINE STUDIOS, peaklinestudios , Atlanta ,finance,12/28/2024,,silver
ORD-9190913,BIZ-100260,peakline studios,,Atlanta,finance,2025-14-01,20342.53,Platinum
ORD-4740892,BIZ-100260,Peakline Studios,peaklinestudios,Atlanta,Finance,2025-14-01,15738.79,PLATINUM
ORD-7680763,BIZ-100260,peakline studios,,atlanta,FINANCE,,,silver
ORD-9354503,BIZ-100260,PEAKLINE STUDIOS,PEAKLINESTUDIOS,Atlanta,FINANCE,2025-14-01,,GOLD
ORD-2130790,BIZ-100260,PEAKLINE STUDIOS,,atlanta,FINANCE,2023-03-27,-250.0,silver
ORD-6333834,BIZ-100261,Summit Systems,,Miami-Fort Lauderdale,Retail,2025/01/12,10016.04,SILVER
ORD-4366336,BIZ-100261,Summit Systems,, Miami-Fort Lauderdale ,Retail,2024/04/18,9504.71,SILVER
ORD-8363043,BIZ-100261,Summit Systems,,Miami-Fort Lauderdale,Retail,,16137.06,BRONZE
ORD-2868408,BIZ-100262,MetroPulse Industries,,New York,technology,2023-02-28,3647.99,GOLD
ORD-4920197,BIZ-100262,MetroPulse Industries,,New York,technology,04/17/2023,4087.16,silver
ORD-1590477,BIZ-100262,MetroPulse Industries LLC,,New York,Technology,2025-14-01,,Platinum
ORD-7488875,BIZ-100262, MetroPulse Industries ,METROPULSEINDUSTRIES, New York ,technology,2024/09/22,,Bronze
ORD-7042065,BIZ-100263,HARBORVIEW STUDIOS,HARBORVIEWSTUDIOS,los angeles,hospitality,2024-04-10,,GOLD
ORD-1351266,BIZ-100263, Harborview Studios , harborviewstudios ,LOS ANGELES,Hospitality,2025-14-01,22596.1,bronze
ORD-6921373,BIZ-100263,HARBORVIEW STUDIOS,, Los Angeles ,HOSPITALITY,2025-14-01,,Bronze
ORD-6469556,BIZ-100264, Clearwater Systems ,CLEARWATERSYSTEMS,PHOENIX,Technology,2023-12-12,-250.0,SILVER
ORD-7848595,BIZ-100264,clearwater systems, clearwatersystems ,PHOENIX,TECHNOLOGY,2024-04-19,,Silver
ORD-7914190,BIZ-100264,Clearwater Systems,CLEARWATERSYSTEMS,PHOENIX,TECHNOLOGY,,-250.0,bronze
ORD-8431976,BIZ-100264,Clearwater Systems,CLEARWATERSYSTEMS, Phoenix ,technology,2023-07-04,-250.0,GOLD
ORD-4318696,BIZ-100265,REDROCK INDUSTRIES,,seattle,HOSPITALITY,2024-08-11,,SILVER
ORD-9901791,BIZ-100265,RedRock Industries,redrockindustries,Seattle,Hospitality,09/17/2024,142.48,SILVER
ORD-2509059,BIZ-100265,redrock industries, redrockindustries ,SEATTLE,hospitality,2025-05-23,4793.99,SILVER
ORD-6293212,BIZ-100265,RedRock Industries LLC,, Seattle ,HOSPITALITY,2024-09-30,-250.0,GOLD
ORD-3738993,BIZ-100265, RedRock Industries ,redrockindustries, Seattle ,Hospitality,,,PLATINUM
ORD-3460316,BIZ-100266, Evergreen Retail ,evergreenretail,Atlanta,Finance,2025-14-01,2416.78,platinum
ORD-7079798,BIZ-100266, Evergreen Retail ,,ATLANTA,FINANCE,12/05/2024,-250.0,SILVER
ORD-2426239,BIZ-100266,evergreen retail,evergreenretail,ATLANTA,Finance,,12872.32,Gold
ORD-6380429,BIZ-100267,harborview hospitality,harborviewhospitality,new york,manufacturing,2025-14-01,,GOLD
ORD-5239867,BIZ-100267,HARBORVIEW HOSPITALITY,,new york,manufacturing,01/09/2024,2499.08,Platinum
ORD-6144500,BIZ-100267,harborview hospitality,, New York ,MANUFACTURING,09/02/2023,,Platinum
ORD-1526365,BIZ-100268,APEX HOSPITALITY,,Miami-Fort Lauderdale,hospitality,,,bronze
ORD-1603697,BIZ-100268,apex hospitality,,miami-fort lauderdale,HOSPITALITY,,,PLATINUM
ORD-6808928,BIZ-100269,summit financial,,NEW YORK,FINANCE,2023/05/16,1406.7,Platinum
ORD-9536101,BIZ-100269,Summit Financial,summitfinancial,NEW YORK,Finance,2023-11-23,12467.77,platinum
ORD-4975282,BIZ-100269,Summit Financial,summitfinancial,New York,finance,03/31/2025,-250.0,Gold
ORD-8730320,BIZ-100269,summit financial,summitfinancial,New York,Finance,2023-06-09,1077.65,GOLD
ORD-2536556,BIZ-100270,IronBridge Distribution,,MIAMI-FORT LAUDERDALE,Retail,01/05/2025,-250.0,silver
ORD-4310140,BIZ-100270, IronBridge Distribution ,,MIAMI-FORT LAUDERDALE,RETAIL,2024/05/02,3684.67,Bronze
ORD-1105921,BIZ-100271,Skyline Digital,SKYLINEDIGITAL,DALLAS-FT. WORTH,HEALTHCARE,2024-06-03,16508.68,PLATINUM
ORD-2271373,BIZ-100271,SKYLINE DIGITAL,SKYLINEDIGITAL,dallas-ft. worth,Healthcare,2023-05-07,,platinum
ORD-9500251,BIZ-100271,skyline digital,SKYLINEDIGITAL, Dallas-Ft. Worth ,HEALTHCARE,2024/02/27,,Silver
ORD-2033804,BIZ-100272,Riverstone Media,,san francisco,finance,03/08/2023,3137.24,Platinum
ORD-8481497,BIZ-100272,Riverstone Media,riverstonemedia,san francisco,finance,2025/02/21,3520.57,platinum
ORD-6353005,BIZ-100272, Riverstone Media , riverstonemedia , San Francisco ,FINANCE,2025-14-01,-250.0,PLATINUM
ORD-3861403,BIZ-100273,NovaTech Systems, novatechsystems , Seattle ,RETAIL,2025-14-01,,Bronze
ORD-8791214,BIZ-100273, NovaTech Systems ,NOVATECHSYSTEMS,SEATTLE,retail,2025-14-01,5489.6,SILVER
ORD-3506246,BIZ-100273, NovaTech Systems , novatechsystems ,Seattle,RETAIL,2024-01-26,23920.86,Gold
ORD-8923681,BIZ-100274,EVERGREEN SYSTEMS, evergreensystems ,los angeles,Marketing,02/05/2024,-250.0,Silver
ORD-4186766,BIZ-100274, Evergreen Systems ,, Los Angeles ,MARKETING,2025-14-01,4741.92,SILVER
ORD-6423780,BIZ-100275, Summit Logistics ,,los angeles,Retail,2023-03-10,14884.63,bronze
ORD-1217560,BIZ-100275,summit logistics,SUMMITLOGISTICS,los angeles,retail,2024/05/17,3451.88,platinum
ORD-5729448,BIZ-100276,urbanhive digital, urbanhivedigital ,MIAMI-FORT LAUDERDALE,HEALTHCARE,,,SILVER
ORD-5129038,BIZ-100276,URBANHIVE DIGITAL, urbanhivedigital ,MIAMI-FORT LAUDERDALE,HEALTHCARE,2025-14-01,-250.0,SILVER
ORD-4261117,BIZ-100276,URBANHIVE DIGITAL, urbanhivedigital ,MIAMI-FORT LAUDERDALE,healthcare,,21266.44,Bronze
ORD-1325432,BIZ-100277,clearwater media,,Houston,LOGISTICS,2024-04-26,,Bronze
ORD-5462862,BIZ-100277,Clearwater Media,, Houston ,Logistics,2024/09/09,3588.35,Bronze
ORD-4746911,BIZ-100277,Clearwater Media, clearwatermedia ,houston,logistics,2025-14-01,,Bronze
ORD-9997791,BIZ-100277,CLEARWATER MEDIA,CLEARWATERMEDIA,Houston,LOGISTICS,11/18/2023,-250.0,Silver
ORD-7308382,BIZ-100277, Clearwater Media ,clearwatermedia,houston,LOGISTICS,2023-09-12,,Gold
ORD-8800390,BIZ-100277,CLEARWATER MEDIA,, Houston ,logistics,2024-01-13,3009.84,Silver
ORD-4318209,BIZ-100278,Crescent Hospitality LLC,,san francisco,Technology,,729.82,gold
ORD-6478399,BIZ-100278,Crescent Hospitality LLC,,san francisco,Technology,2025/06/07,4175.84,Platinum
ORD-6433875,BIZ-100278, Crescent Hospitality ,CRESCENTHOSPITALITY,san francisco,technology,03/20/2024,-250.0,gold
ORD-1937161,BIZ-100278,CRESCENT HOSPITALITY,,San Francisco,Technology,2024-06-07,15455.61,Gold
ORD-7045114,BIZ-100278,crescent hospitality, crescenthospitality ,San Francisco,TECHNOLOGY,2025/02/11,-250.0,gold
ORD-7643612,BIZ-100279,BRIGHTPATH TECHNOLOGIES,,Dallas-Ft. Worth,Retail,2025-14-01,,silver
ORD-1948150,BIZ-100279,BrightPath Technologies LLC,brightpathtechnologies,Dallas-Ft. Worth,retail,2023-09-03,5843.52,GOLD
ORD-3309771,BIZ-100279,BrightPath Technologies LLC, brightpathtechnologies ,dallas-ft. worth,RETAIL,2025-14-01,,gold
ORD-7961516,BIZ-100279,BrightPath Technologies LLC,brightpathtechnologies,Dallas-Ft. Worth,Retail,,,gold
ORD-2352703,BIZ-100279,BrightPath Technologies LLC, brightpathtechnologies ,DALLAS-FT. WORTH,RETAIL,2023-12-24,-250.0,Silver
ORD-7279721,BIZ-100279,BrightPath Technologies LLC,,DALLAS-FT. WORTH,Retail,,,bronze
ORD-5787910,BIZ-100280, Clearwater Technologies ,clearwatertechnologies, Chicago ,logistics,,3873.08,gold
ORD-2790625,BIZ-100280,CLEARWATER TECHNOLOGIES,CLEARWATERTECHNOLOGIES,chicago,logistics,2024-02-01,,Bronze
ORD-4855572,BIZ-100281,IronBridge Logistics LLC, ironbridgelogistics ,MIAMI-FORT LAUDERDALE,logistics,10/25/2024,9328.47,SILVER
ORD-9381774,BIZ-100281, IronBridge Logistics , ironbridgelogistics , Miami-Fort Lauderdale ,LOGISTICS,,,BRONZE
ORD-5169447,BIZ-100282,CloudNine Financial,,New York,Technology,10/20/2023,,gold
ORD-8466878,BIZ-100282, CloudNine Financial ,,NEW YORK,Technology,11/07/2023,,PLATINUM
ORD-7254897,BIZ-100282,CloudNine Financial, cloudninefinancial , New York ,technology,06/16/2025,1557.6,Silver
ORD-5407805,BIZ-100282, CloudNine Financial ,CLOUDNINEFINANCIAL,New York,technology,05/26/2023,23640.86,gold
ORD-2444438,BIZ-100282,CLOUDNINE FINANCIAL,,new york,TECHNOLOGY,04/26/2023,14594.5,silver
ORD-7669596,BIZ-100282, CloudNine Financial ,cloudninefinancial,New York,TECHNOLOGY,2025-14-01,4169.21,platinum
ORD-2057136,BIZ-100283,novatech distribution, novatechdistribution , Los Angeles ,Technology,2024/11/03,10439.25,silver
ORD-8516010,BIZ-100283,NovaTech Distribution,novatechdistribution, Los Angeles ,technology,2025-14-01,3980.62,Silver
ORD-7162223,BIZ-100284, Apex Digital ,,PHOENIX,MARKETING,2023/04/01,,PLATINUM
ORD-6818132,BIZ-100284, Apex Digital ,APEXDIGITAL, Phoenix ,MARKETING,2025-14-01,20346.27,Platinum
ORD-9296512,BIZ-100284,Apex Digital LLC,,phoenix,MARKETING,02/08/2025,,SILVER
ORD-8827496,BIZ-100284, Apex Digital ,,PHOENIX,Marketing,2024/10/22,22194.23,platinum
ORD-3674757,BIZ-100285,Peakline Supply LLC,PEAKLINESUPPLY,NEW YORK,technology,2025-14-01,500.54,BRONZE
ORD-1704281,BIZ-100285,Peakline Supply LLC,peaklinesupply,New York,TECHNOLOGY,,8294.04,Platinum
ORD-6618685,BIZ-100285, Peakline Supply ,peaklinesupply,new york,technology,2024/12/27,,silver
ORD-6891056,BIZ-100285, Peakline Supply ,peaklinesupply,NEW YORK,technology,2025-14-01,18878.86,PLATINUM
ORD-9464291,BIZ-100286,TrueNorth Studios,,DALLAS-FT. WORTH,Hospitality,2025/03/23,13122.4,BRONZE
ORD-2620464,BIZ-100286,TRUENORTH STUDIOS,truenorthstudios,Dallas-Ft. Worth,Hospitality,2024/10/15,693.27,Gold
ORD-2995699,BIZ-100287, Redwood Supply , redwoodsupply , New York ,Manufacturing,,12754.95,Silver
ORD-9026882,BIZ-100287,Redwood Supply LLC,,New York,manufacturing,2025-14-01,,gold
ORD-8945647,BIZ-100287, Redwood Supply ,,New York,MANUFACTURING,,,gold
ORD-1648801,BIZ-100287, Redwood Supply ,redwoodsupply, New York ,MANUFACTURING,,551.04,Bronze
ORD-6660342,BIZ-100288,WESTLAKE PARTNERS,, Atlanta ,Healthcare,2025/02/06,,silver
ORD-7888843,BIZ-100288,Westlake Partners,westlakepartners,ATLANTA,healthcare,09/20/2024,-250.0,GOLD
ORD-5609391,BIZ-100288,Westlake Partners LLC,,Atlanta,HEALTHCARE,,15334.73,Bronze
ORD-3730427,BIZ-100288,Westlake Partners, westlakepartners ,atlanta,HEALTHCARE,10/28/2023,3465.36,silver
ORD-9157878,BIZ-100288,WESTLAKE PARTNERS,westlakepartners, Atlanta ,healthcare,2024-05-08,5877.49,silver
ORD-9277057,BIZ-100289,WESTLAKE INDUSTRIES,,New York,Technology,2025-06-05,-250.0,platinum
ORD-8350052,BIZ-100289, Westlake Industries , westlakeindustries , New York ,Technology,,-250.0,Gold
ORD-8946662,BIZ-100289,Westlake Industries, westlakeindustries , New York ,technology,2025-14-01,,Bronze
ORD-9507953,BIZ-100289,WESTLAKE INDUSTRIES,WESTLAKEINDUSTRIES,New York,Technology,2024-02-15,8735.81,Bronze
ORD-5412519,BIZ-100290, RedRock Media ,redrockmedia,NEW YORK,hospitality,2025-14-01,5795.12,GOLD
ORD-3234973,BIZ-100290, RedRock Media ,redrockmedia,new york,Hospitality,,,platinum
ORD-1148604,BIZ-100290,redrock media,REDROCKMEDIA,new york,Hospitality,2025-14-01,,Bronze
ORD-4592379,BIZ-100290,RedRock Media,REDROCKMEDIA, New York ,hospitality,,6418.37,BRONZE
ORD-2140750,BIZ-100290, RedRock Media ,,New York,hospitality,2023-05-29,,silver
ORD-5403489,BIZ-100290, RedRock Media ,redrockmedia, New York ,Hospitality,2025/04/27,,bronze
ORD-4770193,BIZ-100291,SKYLINE SYSTEMS,, San Francisco ,retail,2024-09-12,,Gold
ORD-1518651,BIZ-100291, Skyline Systems ,skylinesystems,San Francisco,retail,2024-03-19,,bronze
ORD-8793135,BIZ-100291,skyline systems, skylinesystems ,san francisco,RETAIL,2025-14-01,-250.0,PLATINUM
ORD-3302963,BIZ-100291, Skyline Systems , skylinesystems ,San Francisco,retail,2025-14-01,-250.0,Platinum
ORD-5221029,BIZ-100291,skyline systems, skylinesystems ,san francisco,retail,,,silver
ORD-6847081,BIZ-100292,truenorth supply,TRUENORTHSUPPLY,miami-fort lauderdale,marketing,2025-14-01,16955.21,platinum
ORD-3336691,BIZ-100292,truenorth supply,TRUENORTHSUPPLY,miami-fort lauderdale,marketing,,,platinum
ORD-3909431,BIZ-100292,TrueNorth Supply, truenorthsupply ,MIAMI-FORT LAUDERDALE,Marketing,,21607.79,Platinum
ORD-9337532,BIZ-100292,truenorth supply,TRUENORTHSUPPLY, Miami-Fort Lauderdale ,MARKETING,2025/04/09,,GOLD
ORD-2208802,BIZ-100292,truenorth supply,truenorthsupply, Miami-Fort Lauderdale ,marketing,2025-14-01,,Bronze
ORD-5648826,BIZ-100292,TrueNorth Supply LLC,, Miami-Fort Lauderdale ,Marketing,2024/04/10,,platinum
ORD-8334532,BIZ-100293, Peakline Solutions , peaklinesolutions ,Atlanta,Technology,2024-05-02,702.29,gold
ORD-2179102,BIZ-100293,peakline solutions,peaklinesolutions,atlanta,Technology,05/17/2025,18734.49,gold
ORD-1165357,BIZ-100294,UrbanHive Technologies, urbanhivetechnologies ,dallas-ft. worth,HEALTHCARE,2025-14-01,-250.0,platinum
ORD-5475083,BIZ-100294,UrbanHive Technologies LLC, urbanhivetechnologies ,DALLAS-FT. WORTH,Healthcare,02/08/2025,11334.36,GOLD
ORD-7430237,BIZ-100294,URBANHIVE TECHNOLOGIES,,Dallas-Ft. Worth,Healthcare,04/05/2025,,Bronze
ORD-2605305,BIZ-100294,URBANHIVE TECHNOLOGIES,,DALLAS-FT. WORTH,Healthcare,2025-14-01,22837.7,Silver
ORD-1053156,BIZ-100294,URBANHIVE TECHNOLOGIES, urbanhivetechnologies , Dallas-Ft. Worth ,healthcare,,13923.3,Gold
ORD-2375683,BIZ-100294, UrbanHive Technologies ,, Dallas-Ft. Worth ,Healthcare,2025-14-01,4267.87,BRONZE
ORD-9246334,BIZ-100295, Harborview Consulting ,,atlanta,MANUFACTURING,07/30/2023,,platinum
ORD-7257248,BIZ-100295,HARBORVIEW CONSULTING,harborviewconsulting, Atlanta ,Manufacturing,2025-14-01,,Silver
ORD-5876781,BIZ-100295,HARBORVIEW CONSULTING,, Atlanta ,Manufacturing,,,PLATINUM
ORD-1367073,BIZ-100295, Harborview Consulting ,,atlanta,MANUFACTURING,2025-14-01,,bronze
ORD-5276944,BIZ-100296,crescent distribution,CRESCENTDISTRIBUTION,seattle,RETAIL,2024/03/23,-250.0,Platinum
ORD-9907637,BIZ-100296,CRESCENT DISTRIBUTION,crescentdistribution, Seattle ,RETAIL,06/13/2024,6799.45,Gold
ORD-1839952,BIZ-100297,urbanhive construction,urbanhiveconstruction,new york,HEALTHCARE,2024-12-13,,GOLD
ORD-7869672,BIZ-100297,urbanhive construction,URBANHIVECONSTRUCTION,New York,Healthcare,08/23/2023,16452.18,Silver
ORD-8889458,BIZ-100297, UrbanHive Construction ,URBANHIVECONSTRUCTION,NEW YORK,Healthcare,2024-07-15,3052.91,Silver
ORD-3998601,BIZ-100297,UrbanHive Construction LLC,urbanhiveconstruction, New York ,healthcare,2025/04/16,8054.37,silver
ORD-1146741,BIZ-100297,urbanhive construction,URBANHIVECONSTRUCTION,new york,healthcare,03/16/2025,,GOLD
ORD-1811085,BIZ-100297, UrbanHive Construction ,URBANHIVECONSTRUCTION,NEW YORK,Healthcare,,,Bronze
ORD-3938445,BIZ-100298,Clearwater Logistics,CLEARWATERLOGISTICS,NEW YORK,finance,,,GOLD
ORD-5818458,BIZ-100298, Clearwater Logistics ,, New York ,finance,2025-14-01,-250.0,Bronze
ORD-9718383,BIZ-100298,clearwater logistics,, New York ,FINANCE,,,GOLD
ORD-2231734,BIZ-100299,Oakstone Hospitality LLC, oakstonehospitality ,chicago,Manufacturing,,,SILVER
ORD-6277192,BIZ-100299, Oakstone Hospitality ,OAKSTONEHOSPITALITY,Chicago,Manufacturing,2025-14-01,,platinum
ORD-6066251,BIZ-100300, Crescent Networks ,CRESCENTNETWORKS,SEATTLE,Technology,2024-10-26,,Bronze
ORD-8804839,BIZ-100300,crescent networks,CRESCENTNETWORKS, Seattle ,Technology,2025-14-01,9907.32,Platinum
ORD-5956293,BIZ-100300,crescent networks,crescentnetworks,seattle,TECHNOLOGY,2025-14-01,4446.53,platinum
ORD-9599355,BIZ-100301,Northwind Systems LLC,,Los Angeles,RETAIL,12/30/2023,-250.0,GOLD
ORD-2699577,BIZ-100301,NORTHWIND SYSTEMS,,los angeles,Retail,01/12/2023,,gold
ORD-7768131,BIZ-100301,northwind systems,, Los Angeles ,RETAIL,,-250.0,platinum
ORD-8355095,BIZ-100301, Northwind Systems ,,Los Angeles,retail,,3670.46,GOLD
ORD-8379650,BIZ-100302,westlake media,WESTLAKEMEDIA,CHICAGO,Logistics,12/05/2023,10515.2,gold
ORD-6081991,BIZ-100302,Westlake Media,WESTLAKEMEDIA,CHICAGO,LOGISTICS,,20989.43,bronze
ORD-5280671,BIZ-100302,WESTLAKE MEDIA,westlakemedia,Chicago,Logistics,07/14/2024,1400.99,silver
ORD-3778372,BIZ-100302, Westlake Media ,westlakemedia,Chicago,logistics,2025-14-01,,Bronze
ORD-6546545,BIZ-100302,westlake media,,CHICAGO,logistics,,-250.0,silver
ORD-1372876,BIZ-100303, Crescent Technologies ,,new york,MANUFACTURING,,,gold
ORD-6038910,BIZ-100303,crescent technologies,crescenttechnologies,NEW YORK,manufacturing,2024-08-28,9379.05,Bronze
ORD-2654187,BIZ-100303,Crescent Technologies LLC,,new york,MANUFACTURING,2025-14-01,2154.53,silver
ORD-9072754,BIZ-100304,CloudNine Technologies, cloudninetechnologies ,Chicago,RETAIL,2025-14-01,,gold
ORD-7213946,BIZ-100304,CloudNine Technologies, cloudninetechnologies ,CHICAGO,RETAIL,2025-14-01,12926.89,bronze
ORD-4944513,BIZ-100304,cloudnine technologies,CLOUDNINETECHNOLOGIES,CHICAGO,RETAIL,2024-03-16,3030.11,Gold
ORD-1142436,BIZ-100305,PEAKLINE RETAIL,, Miami-Fort Lauderdale ,FINANCE,03/26/2023,20871.79,gold
ORD-8905560,BIZ-100305,PEAKLINE RETAIL,peaklineretail,MIAMI-FORT LAUDERDALE,FINANCE,2023/01/03,,Platinum
ORD-1678300,BIZ-100306,METROPULSE MANUFACTURING, metropulsemanufacturing ,los angeles,Marketing,03/31/2023,4981.95,platinum
ORD-4225388,BIZ-100306,METROPULSE MANUFACTURING,, Los Angeles ,Marketing,2023/01/01,-250.0,Gold
ORD-5772192,BIZ-100306,METROPULSE MANUFACTURING,metropulsemanufacturing, Los Angeles ,marketing,2025/05/01,-250.0,Gold
ORD-4754605,BIZ-100306,metropulse manufacturing,metropulsemanufacturing, Los Angeles ,MARKETING,2024-05-23,,BRONZE
ORD-5926684,BIZ-100306, MetroPulse Manufacturing ,,LOS ANGELES,MARKETING,2023/11/10,14225.74,gold
ORD-1985629,BIZ-100306,MetroPulse Manufacturing LLC,metropulsemanufacturing,LOS ANGELES,Marketing,2025-14-01,,SILVER
ORD-5014016,BIZ-100307, MetroPulse Digital ,, New York ,Retail,,11050.92,Bronze
ORD-1567676,BIZ-100307,metropulse digital,METROPULSEDIGITAL, New York ,Retail,2024/11/02,,bronze
ORD-9348626,BIZ-100307, MetroPulse Digital ,,new york,RETAIL,2023-07-11,,Platinum
ORD-4086368,BIZ-100307,MetroPulse Digital,METROPULSEDIGITAL,new york,RETAIL,11/19/2023,24767.38,gold
ORD-9603094,BIZ-100308,CloudNine Supply LLC,,los angeles,Healthcare,2023-09-03,,PLATINUM
ORD-7258302,BIZ-100308,cloudnine supply,cloudninesupply,Los Angeles,HEALTHCARE,,-250.0,Silver
ORD-7554693,BIZ-100308,CloudNine Supply LLC,,LOS ANGELES,HEALTHCARE,06/27/2024,-250.0,Silver
ORD-8657731,BIZ-100309,Redwood Studios, redwoodstudios ,dallas-ft. worth,Manufacturing,2025-14-01,2987.67,Bronze
ORD-8000211,BIZ-100309, Redwood Studios ,,DALLAS-FT. WORTH,MANUFACTURING,,1192.21,silver
ORD-5263793,BIZ-100309, Redwood Studios , redwoodstudios ,Dallas-Ft. Worth,manufacturing,2024-11-15,,silver
